"Step","bert_attention_stopword_removed - train/accuracy","bert_attention_stopword_removed - train/accuracy__MIN","bert_attention_stopword_removed - train/accuracy__MAX","bert_attention_hashtag - train/accuracy","bert_attention_hashtag - train/accuracy__MIN","bert_attention_hashtag - train/accuracy__MAX","bert_attention_cleaned_spelling_corrected - train/accuracy","bert_attention_cleaned_spelling_corrected - train/accuracy__MIN","bert_attention_cleaned_spelling_corrected - train/accuracy__MAX","bert_attention_cleaned_lemmatized - train/accuracy","bert_attention_cleaned_lemmatized - train/accuracy__MIN","bert_attention_cleaned_lemmatized - train/accuracy__MAX","bert_attention_cleaned - train/accuracy","bert_attention_cleaned - train/accuracy__MIN","bert_attention_cleaned - train/accuracy__MAX","bert_attention - train/accuracy","bert_attention - train/accuracy__MIN","bert_attention - train/accuracy__MAX"
"554","0.8125","0.8125","0.8125","1","1","1","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.75","0.75","0.75"
"555","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.75","0.75","0.75","0.84375","0.84375","0.84375","1","1","1"
"556","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.65625","0.65625","0.65625","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"557","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.625","0.625","0.625"
"558","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.625","0.625","0.625"
"559","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.625","0.625","0.625"
"560","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"561","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.75","0.75","0.75"
"562","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"563","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","1","1","1"
"564","0.75","0.75","0.75","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"565","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"566","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75"
"567","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.75","0.75","0.75"
"568","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"569","0.625","0.625","0.625","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.71875","0.71875","0.71875","0.8125","0.8125","0.8125"
"570","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"571","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.75","0.75","0.75"
"572","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.75","0.75","0.75"
"573","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125"
"574","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.6875","0.6875","0.6875"
"575","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","1","1","1"
"576","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"577","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.6875","0.6875","0.6875","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"578","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"579","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"580","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"581","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","1","1","1"
"582","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.6875","0.6875","0.6875"
"583","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"584","0.6875","0.6875","0.6875","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.75","0.75","0.75","0.875","0.875","0.875","0.875","0.875","0.875"
"585","0.6875","0.6875","0.6875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.625","0.625","0.625"
"586","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"587","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.875","0.875","0.875"
"588","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.8125","0.8125","0.8125"
"589","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.71875","0.71875","0.71875","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"590","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875"
"591","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.75","0.75","0.75"
"592","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.71875","0.71875","0.71875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"593","0.625","0.625","0.625","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.6875","0.6875","0.6875"
"594","0.875","0.875","0.875","0.71875","0.71875","0.71875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"595","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"596","0.6875","0.6875","0.6875","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"597","0.6875","0.6875","0.6875","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.875","0.875","0.875"
"598","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"599","0.75","0.75","0.75","0.875","0.875","0.875","0.71875","0.71875","0.71875","0.84375","0.84375","0.84375","0.875","0.875","0.875","1","1","1"
"600","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"601","0.625","0.625","0.625","0.875","0.875","0.875","0.71875","0.71875","0.71875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"602","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"603","0.6875","0.6875","0.6875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"604","0.6875","0.6875","0.6875","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","1","1","1"
"605","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"606","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.71875","0.71875","0.71875","0.9375","0.9375","0.9375"
"607","0.75","0.75","0.75","1","1","1","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","1","1","1"
"608","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"609","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"610","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.75","0.75","0.75"
"611","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.65625","0.65625","0.65625","0.9375","0.9375","0.9375"
"612","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"613","0.625","0.625","0.625","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"614","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125"
"615","0.75","0.75","0.75","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.75","0.75","0.75","0.75","0.75","0.75","0.9375","0.9375","0.9375"
"616","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"617","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"618","1","1","1","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.75","0.75","0.75"
"619","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"620","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.65625","0.65625","0.65625","0.875","0.875","0.875"
"621","0.875","0.875","0.875","1","1","1","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.96875","0.96875","0.96875","0.875","0.875","0.875"
"622","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"623","0.5625","0.5625","0.5625","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"624","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.875","0.875","0.875","1","1","1"
"625","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"626","0.6875","0.6875","0.6875","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"627","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"628","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.75","0.75","0.75","0.875","0.875","0.875"
"629","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"630","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"631","0.75","0.75","0.75","0.71875","0.71875","0.71875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"632","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.75","0.75","0.75","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.875","0.875","0.875"
"633","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"634","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.6875","0.6875","0.6875","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.875","0.875","0.875"
"635","0.75","0.75","0.75","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.875","0.875","0.875"
"636","0.9375","0.9375","0.9375","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.6875","0.6875","0.6875","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"637","0.5625","0.5625","0.5625","0.96875","0.96875","0.96875","0.78125","0.78125","0.78125","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"638","","","","","","","","","","","","","","","","1","1","1"
"639","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.75","0.75","0.75","0.9375","0.9375","0.9375"
"640","0.6875","0.6875","0.6875","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"641","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"642","0.625","0.625","0.625","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375"
"643","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"644","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"645","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.875","0.875","0.875"
"646","0.75","0.75","0.75","0.96875","0.96875","0.96875","0.78125","0.78125","0.78125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875"
"647","1","1","1","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.9375","0.9375","0.9375"
"648","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","1","1","1","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"649","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","1","1","1"
"650","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"651","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"652","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875"
"653","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
"654","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125","0.8125","0.8125","0.8125"
"655","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","1","1","1"
"656","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","1","1","1"
"657","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.875","0.875","0.875","0.75","0.75","0.75"
"658","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.84375","0.84375","0.84375","0.75","0.75","0.75"
"659","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125"
"660","0.625","0.625","0.625","0.84375","0.84375","0.84375","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","1","1","1"
"661","0.75","0.75","0.75","0.875","0.875","0.875","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"662","0.6875","0.6875","0.6875","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","0.75","0.75","0.75","0.84375","0.84375","0.84375","1","1","1"
"663","0.8125","0.8125","0.8125","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"664","1","1","1","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"665","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"666","0.875","0.875","0.875","0.96875","0.96875","0.96875","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125","1","1","1"
"667","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"668","1","1","1","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125"
"669","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"670","0.75","0.75","0.75","0.90625","0.90625","0.90625","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.71875","0.71875","0.71875","0.875","0.875","0.875"
"671","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375","0.875","0.875","0.875"
